_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
4929319,5699,TR-01479,1555,Avenue Rd,Avenue Rd,East,Douglas Ave,North,T4770,8.0,,LK,Existing,Provincial,0TS12464,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4161413621, 43.7238953848)}"
4929320,5700,TR-01499,1,Flemington Rd,Flemington Rd,South,Varna Dr,West,T6389,8.0,,LKN,Existing,Provincial,S1506389,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4413828145, 43.7196264141)}"
4929321,5701,TR-01040,291,Rexdale Blvd,Martin Grove Rd,West,Rexdale Blvd,South,T5638,1.0,,I,Existing,Provincial,00TS1404,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5811828992, 43.7136556102)}"
4929322,5705,SH-02381,2315X,Islington Ave,Islington Ave,East,Leduc Dr,North,T3813,1.0,,B,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5566049915, 43.7186869054)}"
4929323,5708,TR-02881,170,Bertrand Ave,Kennedy Rd,West,Bertrand Ave,North,T13696,21.0,,LKN,Existing,Provincial,S3713696,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2703724972, 43.737762886)}"
4929324,5709,TR-03209,1054,Queen St E,Queen St E,North,Pape Ave,East,T3063,14.0,Leslieville,LC,Existing,Provincial,00TS6540,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3375327471, 43.6617060306)}"
4929325,5710,TR-01634,121X,Pharmacy Ave,Pharmacy Ave,East,Teesdale Pl,South,T6760,20.0,,U,Existing,Provincial,0TS11896,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2852776513, 43.6969272703)}"
4929326,5711,TR-01686,54,Brampton Rd,The Westway,North,Brampton Rd,West,T6181,2.0,,US,Existing,Provincial,00TS5200,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5612511305, 43.6848181308)}"
4929327,5712,TR-02017,38,Lawrence Ave W,Lawrence Ave W,North,Lorindale Ave,East,T5388,8.0,,LC,Existing,Provincial,00TS6324,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4034501316, 43.7249438976)}"
4929328,5716,SH-03283,2216,Eglinton Ave W,Eglinton Ave W,North,Caledonia Rd,East,,8.0,,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4619426483, 43.6932100815)}"
4929329,5718,TR-03396,,,Lake Shore Blvd W,Centre North,Thirty Seventh St,East,T5165C,3.0,,Q,Existing,Provincial,TS12318L,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5379407924, 43.5935131528)}"
4929330,5719,TR-01119,3003,Danforth Ave,Victoria Park Ave,West,Wakehood St,South,T4697,19.0,Danforth Village,S,Temporarily Removed,Provincial,S3204697,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2879894975, 43.6900704237)}"
4929331,5730,SH-02199,1571,Sandhurst Crcl,Mccowan Rd,West,Finch Ave E,North,T9368,23.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2668125006, 43.8082670897)}"
4929332,5736,SH-01755,175,Brian Dr,Brian Dr,East,Van Horne Ave,South,T6266,17.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3347828678, 43.7877136634)}"
4929333,5740,SH-00295,51,The Chimneystack Rd,,,Vanier Lane,,,7.0,,Other,Existing,Other,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5000296396, 43.7752565409)}"
4929334,5741,SH-02154,40,Aurora Crt,Warden Ave,West,Finch Ave E,South,T8528,22.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.315112334, 43.7947112451)}"
4929335,5745,SH-01960,717,The Queensway,The Queensway,South,Morgan Ave,West,T12139,3.0,shoptheQueensway.com,D,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5017548279, 43.6264307248)}"
4929336,5750,TR-02990,2,Orton Park Rd,Orton Park Rd,West,Lawrence Ave E,North,T11103,24.0,,LCN,Existing,Provincial,S4311103,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2058453982, 43.7642682748)}"
4929337,5752,SH-02969,2077,Lawrence Ave W,Lawrence Ave W,South,Weston Rd,West,T5414,5.0,Weston Village,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5168414063, 43.6999092632)}"
4929338,5753,SH-00027,1906,Weston Rd,Lawrence Ave W,North,Weston Rd,West,T5413,5.0,Weston Village,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5169394996, 43.7000612084)}"
4929339,5754,TR-05881,97,Baycrest Ave,Ameer Ave,East,Baycrest Ave,South,T6234,8.0,,RN1,Existing,Provincial,S1506234,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4404759577, 43.7277226555)}"
4929340,5756,TR-05880,171,Bentworth Ave,Caledonia Rd,East,Bentworth Ave,South,T701,8.0,,LKN,Existing,Provincial,S1500701,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4684460778, 43.7194397724)}"
4929341,5757,TR-05884,29,Varna Dr,Varna Dr,East,Flemington Rd,South,T7403,8.0,,LKN,Existing,Provincial,S1507403,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4405500282, 43.720086452)}"
4929342,5758,TR-05883,41,Varna Dr,Varna Dr,East,Rondale Blvd,North,T7409,8.0,,LKN,Existing,Provincial,S1507409,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4409534901, 43.7213673139)}"
4929343,5759,TR-05879,79,Cleveland St,Davisville Ave,North,Cleveland St,East,T1872,15.0,,RN2,Existing,Provincial,S2201872,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3778642589, 43.7022568495)}"
4929344,5760,TR-06013,,,Park Lawn Rd,East,Gardiner E Park Lawn Rd Ramp,South,T10119,3.0,,LC,Existing,Provincial,0TS13706,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4874060968, 43.6270001932)}"
4929345,5763,TR-06114,3400,Sheppard Ave E,Sheppard Ave E,North,Warden Ave,East,T7255,22.0,,LKN,Existing,Provincial,S4007255,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3075646033, 43.7789698821)}"
4929346,5764,TR-06078,,,Dixon Rd,South,401 C E 401 X E,East,T4996,2.0,,LCN,Existing,Provincial,S0404996,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5671928122, 43.6921775506)}"
4929347,5765,TR-06004,265,Yorkland Blvd,Yorkland Blvd,North,Yorkland Blvd,East,T7477,17.0,,LCN,Existing,Provincial,S3307477,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3359161618, 43.7730518669)}"
4929348,5766,TR-06001,29,Hobart Dr,Van Horne Ave,North,Hobart Dr,East,T7388,17.0,,LKN,Existing,Provincial,S3307388,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3493651701, 43.7880851994)}"
4929349,5767,TR-06052,1879,Bloor St W,Bloor St W,South,Quebec Ave,East,T571,4.0,,KR2,Existing,Provincial,TS13796P,Yes,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4667489961, 43.6531404262)}"
4929350,5768,TR-06089,69,Trehorne Dr,The Westway,South,Trehorne Dr,West,T6172,2.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.536263129, 43.6909914404)}"
4929351,5770,TR-06106,245,Drewry Ave,Drewry Ave,South,Norwin St,West,T9289,18.0,,LKN,Existing,Provincial,S2309289,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4283906002, 43.7846122868)}"
4929352,5771,TR-06062,,,Parkside Dr,West,Howard Park Ave,North,T11782,4.0,,KF2,Temporarily Removed,Provincial,0TS13724,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4579286337, 43.6487881351)}"
4929353,5773,TR-06108,6530,Lawrence Ave E,Lawrence Ave E,North,Stotts Ter,West,T9972,25.0,,LKN,Existing,Provincial,S4409972,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1280080524, 43.7831921559)}"
4929354,5774,TR-06069,,,Brimley Rd,East,Wenlock Gt,South,T4837,23.0,,LKN,Existing,Provincial,S4104837,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2841301774, 43.8211583709)}"
4929355,5775,TR-06117,274,Silverstone Dr,Martin Grove Rd,East,Silverstone Dr,South,T5646,1.0,,RN2,Existing,Provincial,S0105646,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5983223125, 43.75079892)}"
4929356,5777,TR-06030,,,Morningside Ave,East,Old Finch Ave,South,T14555,25.0,,LKN,Existing,Provincial,S4214555,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2146624849, 43.8186803077)}"
4929357,5778,TR-06067,,,Brimley Rd,East,McNicoll Ave,South,T4827,23.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2815949511, 43.8154810383)}"
4929358,5779,TR-06026,435,McNicoll Ave,McNicoll Ave,South,Placer Crt,West,T2903,17.0,,LCN,Existing,Provincial,S2402903,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3421569783, 43.8032701356)}"
4929359,5780,TR-06032,606,The Queensway,The Queensway,North,Burma Dr,East,T6875,3.0,shoptheQueensway.com,LC,Existing,Provincial,0TS13702,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4949878902, 43.628147546)}"
4929360,5781,TR-06823,,Rexdale Blvd,Rexdale Blvd,South,Martin Grove Rd,West,T6946,1.0,,A,Existing,Enseicom,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5812946708, 43.7137463084)}"
4929361,5782,TR-06890,,Middlefield Rd,Middlefield Rd,East,McNicoll Ave,South,T6587,23.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2618735484, 43.8199210792)}"
4929362,5784,TR-06905,263,Carrier Dr,Carrier Dr,North,Albion Rd,North,T11074,1.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.61422054, 43.7508991557)}"
4929363,5785,TR-06828,,Westhumber Blvd,Westhumber Blvd,South,Ixworth Rd,West,T8655,1.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5774602947, 43.7271890438)}"
4929364,5790,TR-06801,,Senlac Rd,Senlac Rd,East,Park Home Ave,South,T7111,18.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4248045374, 43.7644484099)}"
4929365,5793,TR-06911,,,Humber College Blvd,West,Carrier Dr,South,T11081,1.0,,C,Temporarily Removed,Enseicom,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.6107081972, 43.7375030021)}"
4929366,5796,TR-06877,,Carlingview Dr,Carlingview Dr,East,Meteor Dr,South,T7584,1.0,,RN1,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5925664366, 43.6805831974)}"
4929367,5802,TR-06824,,Rexdale Blvd,Rexdale Blvd,South,Tidemore Ave,West,T6950,1.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5855662482, 43.7147358496)}"
4929368,5804,TR-06893,,McCowan Rd,McCowan Rd,East,Bridlegrove Dr,North,T12093,20.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2363369873, 43.7347171843)}"
4929369,5806,TR-06808,258,Sheppard Ave E,Willowdale Ave,East,Sheppard Ave E,North,T8822,18.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3997318791, 43.7644455197)}"
4929370,5808,TR-06865,,Cummer Ave,Cummer Ave,South,Willow Heights Crt,West,T1825,18.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4052040265, 43.7896340862)}"
4929371,5811,TR-06882,75,Eglinton Ave E,Eglinton Ave E,South,Dunfield Ave,West,,12.0,,Standard Daytech,Existing,Daytech,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3955681672, 43.7072298938)}"
4929372,5812,TR-06897,,,Kingston Rd,South,Manse Rd,West,T6490,25.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1782779424, 43.7746791187)}"
4929373,5813,TR-02938,487,Birchmount Rd,Birchmount Rd,East,Danforth Rd,South,T399,20.0,,U,Existing,Provincial,00TS1114,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2679638766, 43.7069229728)}"
4929374,5814,TR-01503,9,Flemington Rd,Flemington Rd,South,Amaranth Crt,East,T13622,8.0,,LK,Existing,Provincial,0TS11854,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4467807218, 43.7188177269)}"
4929375,5816,TR-03257,,,Finch Ave E,North,Sandhurst Crcl,East,T2545,23.0,,LC,Existing,Provincial,00TS9854,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2625318067, 43.8090500489)}"
4929376,5818,TR-01196,61,Overlea Blvd,Thorncliffe Park Dr,West,Overlea Blvd,South,T8361,15.0,,S,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3435788675, 43.7070534837)}"
4929377,5819,TR-01208,3599,Keele St,Keele St,South,Grandravine Dr,East,T9151,6.0,,A,Existing,Provincial,0TS11414,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4879543538, 43.7519139502)}"
4929378,5820,TR-01710,1,Innislawn Rd,Mcnicoll Ave,North,Innislawn Rd,East,T2890,22.0,,T,Existing,Provincial,S3902890,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3162886934, 43.8075293071)}"
4929379,5824,TR-01096,400,Linkwood Lane,St Dennis Dr,South,Linkwood Lane,West,T4727,16.0,,T,Temporarily Removed,Provincial,S2604727,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3278239855, 43.7191607295)}"
4929380,5826,TR-03751,1810,Markham Rd,Markham Rd,West,Verne Cres,North,T5587,23.0,,LC,Existing,Provincial,0TS12640,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2401744241, 43.7958058968)}"
4929381,5827,TR-03762,,,Sheppard Ave E,South,Gateforth Dr,West,T7252,23.0,,LC,Existing,Provincial,00TS1502,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2306356858, 43.7954364871)}"
4929382,5830,SH-03843,1686,Albion Rd,Albion Rd,North,Martin Grove S Albion W Ramp,West,T3277,1.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5971063663, 43.7425813072)}"
4929383,5831,SH-01509,555,Mortimer Ave,Coxwell Ave,West,Sammon Ave,North,T4913,14.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3260056249, 43.6889393293)}"
4929384,5833,TR-03438,422,Coxwell Ave,Coxwell Ave,West,Casci Ave,North,T14425,14.0,,LC,Existing,Provincial,00TS5744,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3213366711, 43.6776020107)}"
4929385,5834,TR-03449,2556,Islington Ave,Islington Ave,West,Barker Ave,North,T3763,1.0,,U,Existing,Provincial,00TS5084,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5631415371, 43.7319282789)}"
4929386,5838,TR-02989,4138,Lawrence Ave E,Lawrence Ave E,North,Rodda Blvd,West,T5298,24.0,,U,Existing,Provincial,00TS9882,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1927379965, 43.767129998)}"
4929387,5839,TR-03002,10,Pittsboro Dr,Martin Grove Rd,East,Finch Ave W,South,T5616,1.0,,LC,Temporarily Removed,Provincial,00TS5152,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.591373536, 43.7366489013)}"
4929388,5842,TR-03825,40,Sewell's Rd,Sewell's Rd,West,Mclevin Ave,South,T10872,25.0,,T,Temporarily Removed,Provincial,S4210872,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2140551249, 43.8100035052)}"
4929389,5843,TR-03922,,,Steeles Ave W,North,Gerry Fitzgerald Dr,East,T8274,6.0,DuKe Heights,T,Existing,Provincial,S0808274,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4744250282, 43.7864014661)}"
4929390,5844,TR-00309,4200,Bathurst St,Bathurst St,West,Danby Ave,North,348,6.0,,AS,Existing,Provincial,0TS11050,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4370726998, 43.7492279919)}"
4929391,5845,TR-00323,1730,Queen St W,Queen St W,North,Roncesvalles Ave,East,2057,4.0,Parkdale Village,J,Temporarily Removed,Provincial,00TS6548,TO360,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4458758997, 43.63885961)}"
4929392,5846,TR-00342,638,Dufferin St,Dufferin St,West,Dundas St W,North,2809,9.0,Little Portugal,J,Existing,Provincial,00TS5826,Yes,Missing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4316075065, 43.6498415304)}"
4929393,5847,TR-03938,,,Steeles Ave E,North,Edgar Woods Rd,West,T6139,17.0,,T,Existing,Provincial,S2406139,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3629834042, 43.8108253513)}"
4929394,5848,SH-00541,2,Nickle St,Weston Rd,South,Jane St,West,T8734,5.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5015830281, 43.6914694615)}"
4929395,5854,SH-00397,75,Ashtonbee Rd,Warden Ave,West,Ashtonbee Rd,North,T8531,21.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2890241277, 43.7309002957)}"
4929396,5859,SH-02520,3,Queen's Park,College St,North,University Ave,East,T841,11.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3898257357, 43.6601061038)}"
4929397,5861,TR-00067,106,Glen Rush Blvd,Glen Rush Blvd,West,Lawrence Ave W,South,882,8.0,,I,Existing,Provincial,0TS10684,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4268053179, 43.7197579153)}"
4929398,5862,TR-00086,370,Birchmount Rd,Birchmount Rd,West,Highview Ave,South,T7549,20.0,,A,Existing,Provincial,0TS11366,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2652732616, 43.6997832765)}"
4929399,5863,TR-00111,650,Bloor St E,Bloor St E,North,Castle Frank Rd,East,T476,11.0,,DIG-FE,Existing,Provincial,0TS10850,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3680171525, 43.6740590155)}"
4929400,5864,TR-00142,251,King St E,Sherbourne St,East,King St E,South,T7322,13.0,St. Lawrence Market Neighbourhood,KF2,Existing,Provincial,0TS6686P,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.368077781, 43.6511497099)}"
4929401,5865,TR-00161,4583,Steeles Ave E,Steeles Ave E,South,Redlea Ave,West,1293,22.0,,A,Temporarily Removed,Provincial,0TS11008,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3053838415, 43.8239057224)}"
4929402,5866,TR-00174,3467,Sheppard Ave E,Sheppard Ave E,South,Aragon Ave,West,2397,22.0,,A,Existing,Provincial,00TS1514,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3045390935, 43.7793870102)}"
4929403,5867,TR-06075,251,Attwell Dr,Attwell Dr,East,McLachlan Dr,North,T11196,1.0,,LKN,Existing,Provincial,S0211196,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5884581305, 43.6935221327)}"
4929404,5869,TR-06115,80,Royalcrest Rd,Royalcrest Rd,North,Leading Rd,East,T11520,1.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.6071658328, 43.7505831418)}"
4929405,5871,TR-06023,1,Wycliffe Cres,Bayview Ave,East,Citation Dr,North,T284,17.0,,LKN,Existing,Provincial,S2400284,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3897479224, 43.7748059814)}"
4929406,5872,TR-06035,212,Park Lawn Rd,Park Lawn Rd,West,Lorne Ave,North,T10126,3.0,,LKN,Existing,Provincial,S0510126,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4912477953, 43.6308604941)}"
4929407,5873,TR-06121,,,Arrow Rd,West,Lido Rd,South,T7501,7.0,Emery Village,LKN,Existing,Provincial,S0707501,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5308729106, 43.7415856237)}"
4929408,5875,TR-06140,,,Huntingwood Dr,North,Pharmacy Ave,East,T6462,22.0,,LKN,Existing,Provincial,S4006462,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3198684002, 43.7818332201)}"
4929409,5877,TR-06074,,,Carlingview Dr,West,Worcester Rd,South,T7587,1.0,,RN1,Existing,Provincial,S0207587,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5986568121, 43.6932736129)}"
4929410,5882,TR-06091,61,Sun Row Dr,The Westway,South,Sun Row Dr,East,T6202,2.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5405798009, 43.6891861023)}"
4929411,5883,TR-06015,689,The Queensway,The Queensway,South,Wesley St,West,T14604,3.0,shoptheQueensway.com,LKN,Existing,Provincial,S0514604,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4997013842, 43.626914113)}"
4929412,5884,TR-06116,,,Martin Grove Rd,East,Gihon Spring Dr,South,T9259,1.0,,RN2,Existing,Provincial,S0109259,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5998100665, 43.7538655544)}"
4929413,5885,TR-06103,172,Meadowvale Rd,Lawson Rd,South,Meadowvale Rd,West,T7933,25.0,,RN1,Existing,Provincial,S4407933,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.160937644, 43.7851924266)}"
4929414,5886,TR-06070,,,Brimley Rd,East,McNicoll Ave,North,T4835,23.0,,LCN,Existing,Provincial,S4104835,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2830056888, 43.8186231365)}"
4929415,5888,TR-06138,1556,Pharmacy Ave,Pharmacy Ave,West,Pachino Blvd,South,T6734,21.0,,RN1,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3119717539, 43.7630073173)}"
4929416,5891,TR-06111,6171,Bathurst St,Bathurst St,East,Greenwin Village Rd,South,T147,18.0,,KR2,Existing,Provincial,TS13740P,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4452020256, 43.790644393)}"
4929417,5892,TR-06031,,,Morningside Ave,East,Plantain Way,North,T14991,25.0,,LCN,Existing,Provincial,S4214991,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2264097605, 43.8211226571)}"
4929418,5893,TR-06133,,,Pharmacy Ave,East,Princeway Dr,South,T6738,21.0,,RN2,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3084055634, 43.7529503434)}"
4929419,5894,TR-06092,196,Spenvalley Dr,Arleta Ave,West,Spenvalley Dr,North,T9219,7.0,,LKN,Existing,Provincial,S0909219,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.501594638, 43.7438341181)}"
4929420,5895,TR-06020,,,Rathburn Rd,North,Renforth Dr,East,T1498,2.0,,RN2,Existing,Provincial,S0301498,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5799187366, 43.651466117)}"
4929421,5896,TR-06097,153,Norfinch Dr,Norfinch Dr,East,Finch Ave W,North,T5853,7.0,,LKN,Existing,Provincial,S0805853,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5298655489, 43.7647735824)}"
4929422,5897,TR-06019,1,Markland Dr,Bloor St W,North,Markland Dr,East,T547,2.0,,LKN,Existing,Provincial,S0300547,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5705298558, 43.633720012)}"
4929423,5905,TR-06867,,Signet Dr,Signet Dr,West,High Meadow Pl,North,T14520,7.0,Emery Village,A,Existing,Enseicom,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5378778453, 43.7559891636)}"
4929424,5908,TR-06898,,Islington Ave,Islington Ave,East,Aviemore Dr,North,T3847,7.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5680139927, 43.7488743012)}"
4929425,5909,TR-06892,,McNicoll Ave,McNicoll Ave,South,Cleadon Rd,West,T12020,23.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2862249655, 43.8144160155)}"
4929426,5910,TR-06818,,Albion Rd,Albion Rd,North,Todd Brook Dr,East,T1688,1.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5713341819, 43.7383725417)}"
4929427,5912,TR-06829,,Kipling Ave,Kipling Ave,East,Henley Cres,South,T15749,1.0,,LC,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5755622392, 43.7303156518)}"
4929428,5913,TR-06866,,Signet Dr,Signet Dr,West,Fenmar Dr,South,T8097,7.0,Emery Village,C,Existing,Enseicom,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5388372754, 43.7579895637)}"
4929429,5914,TR-06883,419,Sutherland Dr,Eglinton Ave E,North,Sutherland Dr,East,,15.0,,Standard,Existing,Daytech,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3669549446, 43.7132162298)}"
4929430,5915,TR-06825,,Kipling Ave,Kipling Ave,East,Taber Rd,South,T15747,1.0,,LK,Existing,Provincial,0TS13949,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5701686454, 43.7192582993)}"
4929431,5919,TR-07055,821,Pape Ave,Pape Ave,East,Selkirk St,South,T3004,14.0,,RN2,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3459373427, 43.6820606718)}"
4929432,5920,TR-07050,650,Commissioners St,Leslie St,West,Commissioners St,North,T1238,14.0,,RN2,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3266153621, 43.6566648119)}"
4929433,5923,TR-07111,539,Queen St W,Queen St W,South,August Ave,West,T6826,10.0,Queen Street West,DIG-RE,Existing,Provincial,,TO360,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.399866869, 43.6479627281)}"
4929434,5927,TR-07245,,,Sheppard Ave E,North,Leslie St,East,T7204,17.0,,DIG-FE,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3637391355, 43.771865723)}"
